№,Province,District,Sub-District,Neighbourhood,Zip Code
7842,BALIKESİR,ALTIEYLÜL,MERKEZKÖY,BÜYÜKBOSTANCI MAH.,10185
7843,BALIKESİR,ALTIEYLÜL,MERKEZKÖY,CİNGE MAH.,10185
7844,BALIKESİR,ALTIEYLÜL,MERKEZKÖY,ÇANDIR MAH.,10185
7845,BALIKESİR,ALTIEYLÜL,MERKEZKÖY,ÇAYIRHİSAR MAH.,10185
7846,BALIKESİR,ALTIEYLÜL,MERKEZKÖY,ÇİÇEKPINARI MAH.,10185
7847,BALIKESİR,ALTIEYLÜL,MERKEZKÖY,ÇİFTLİK MAH.,10185
7848,BALIKESİR,ALTIEYLÜL,MERKEZKÖY,DEREÇİFTLİK MAH.,10185
7849,BALIKESİR,ALTIEYLÜL,MERKEZKÖY,GÖKÇEÖREN MAH.,10185
7850,BALIKESİR,ALTIEYLÜL,MERKEZKÖY,GÖKKÖY MAH.,10185
7851,BALIKESİR,ALTIEYLÜL,MERKEZKÖY,HALALCA MAH.,10185
7852,BALIKESİR,ALTIEYLÜL,MERKEZKÖY,İNKAYA MAH.,10185
7853,BALIKESİR,ALTIEYLÜL,MERKEZKÖY,KABAKLI MAH.,10185
7854,BALIKESİR,ALTIEYLÜL,MERKEZKÖY,KARAKAYA MAH.,10185
7855,BALIKESİR,ALTIEYLÜL,MERKEZKÖY,KARAMANKÖY MAH.,10185
7856,BALIKESİR,ALTIEYLÜL,MERKEZKÖY,KÖSELER MAH.,10185
7857,BALIKESİR,ALTIEYLÜL,MERKEZKÖY,KÖYLÜKÖY MAH.,10185
7858,BALIKESİR,ALTIEYLÜL,MERKEZKÖY,KÜÇÜKBOSTANCI MAH.,10185
7859,BALIKESİR,ALTIEYLÜL,MERKEZKÖY,KÜRSE MAH.,10185
7860,BALIKESİR,ALTIEYLÜL,MERKEZKÖY,ORHANLI MAH.,10185
7861,BALIKESİR,ALTIEYLÜL,MERKEZKÖY,ORTAMANDIRA MAH.,10185
7862,BALIKESİR,ALTIEYLÜL,MERKEZKÖY,OVABAYINDIR MAH.,10185
7863,BALIKESİR,ALTIEYLÜL,MERKEZKÖY,OVAKÖY MAH.,10185
7864,BALIKESİR,ALTIEYLÜL,MERKEZKÖY,PAŞAKÖY MAH.,10185
7865,BALIKESİR,ALTIEYLÜL,MERKEZKÖY,SELİMİYE MAH.,10185
7866,BALIKESİR,ALTIEYLÜL,MERKEZKÖY,TÜRKALİ MAH.,10185
7867,BALIKESİR,ALTIEYLÜL,MERKEZKÖY,YAKUPKÖY MAH.,10185
7868,BALIKESİR,ALTIEYLÜL,MERKEZKÖY,YENİCE MAH.,10185
7869,BALIKESİR,ALTIEYLÜL,PAMUKÇU,PAMUKÇU MAH.,10140
7870,BALIKESİR,ALTIEYLÜL,PLEVNE,BAHÇELİEVLER MAH.,10050
7871,BALIKESİR,ALTIEYLÜL,PLEVNE,HASANBASRİÇANTAY MAH.,10050
7872,BALIKESİR,ALTIEYLÜL,PLEVNE,PLEVNE MAH.,10050
7873,BALIKESİR,AYVALIK,ALİBEYADASI,MİTHATPAŞA MAH.,10405
7874,BALIKESİR,AYVALIK,ALİBEYADASI,NAMIKKEMAL MAH.,10405
7875,BALIKESİR,AYVALIK,ALTINOVA,AKÇAPINAR KÖYÜ,10280
7876,BALIKESİR,AYVALIK,ALTINOVA,ATATÜRK MAH.,10280
7877,BALIKESİR,AYVALIK,ALTINOVA,BEŞİKTEPE KÖYÜ,10280
7878,BALIKESİR,AYVALIK,ALTINOVA,BULUTÇEŞME KÖYÜ,10280
7879,BALIKESİR,AYVALIK,ALTINOVA,ÇAKMAK KÖYÜ,10280
7880,BALIKESİR,AYVALIK,ALTINOVA,ISKELE MAH.,10280
7881,BALIKESİR,AYVALIK,ALTINOVA,İNÖNÜ MAH.,10280
7882,BALIKESİR,AYVALIK,ALTINOVA,MERKEZ MAH.,10280
7883,BALIKESİR,AYVALIK,ALTINOVA,ODABURNU KÖYÜ,10280
7884,BALIKESİR,AYVALIK,ALTINOVA,SAKARYA MAH.,10280
7885,BALIKESİR,AYVALIK,ALTINOVA,SELİMİYE MAH.,10280
7886,BALIKESİR,AYVALIK,ALTINOVA,TÜRKÖZÜ KÖYÜ,10280
7887,BALIKESİR,AYVALIK,ALTINOVA,ÜÇKABAAĞAÇ KÖYÜ,10280
7888,BALIKESİR,AYVALIK,AYVALIK,150EVLER MAH.,10400
7889,BALIKESİR,AYVALIK,AYVALIK,ALİÇETİNKAYA MAH.,10400
7890,BALIKESİR,AYVALIK,AYVALIK,FETHİYE MAH.,10400
7891,BALIKESİR,AYVALIK,AYVALIK,FEVZİPAŞAVEHBİBEY MAH.,10400
7892,BALIKESİR,AYVALIK,AYVALIK,HAMDİBEY MAH.,10400
7893,BALIKESİR,AYVALIK,AYVALIK,HAYRETTİNPAŞA MAH.,10400
7894,BALIKESİR,AYVALIK,AYVALIK,İSMETPAŞA MAH.,10400
7895,BALIKESİR,AYVALIK,AYVALIK,KAZIMPAŞA MAH.,10400
7896,BALIKESİR,AYVALIK,AYVALIK,KEMALPAŞA MAH.,10400
7897,BALIKESİR,AYVALIK,AYVALIK,SAHİLKENT MAH.,10400
7898,BALIKESİR,AYVALIK,AYVALIK,SAKARYA MAH.,10400
7899,BALIKESİR,AYVALIK,AYVALIK,SEFAÇAMLIK MAH.,10400
7900,BALIKESİR,AYVALIK,AYVALIK,YENİ MAH.,10400
7901,BALIKESİR,AYVALIK,AYVALIK,ZEKİBEY MAH.,10400
7902,BALIKESİR,AYVALIK,KÜÇÜKKÖY,KÜÇÜKKÖY MAH.,10410
7903,BALIKESİR,AYVALIK,MERKEZKÖYLER,BAĞYÜZÜ KÖYÜ,10400
7904,BALIKESİR,AYVALIK,MERKEZKÖYLER,ÇAMOBA KÖYÜ,10400
7905,BALIKESİR,AYVALIK,MERKEZKÖYLER,HACIVELİLER KÖYÜ,10400
7906,BALIKESİR,AYVALIK,MERKEZKÖYLER,MURATELİ KÖYÜ,10400
7907,BALIKESİR,AYVALIK,MERKEZKÖYLER,MUTLU KÖYÜ,10400
7908,BALIKESİR,AYVALIK,MERKEZKÖYLER,TIFILLAR KÖYÜ,10400
7909,BALIKESİR,AYVALIK,MERKEZKÖYLER,TÜRKÖZÜ KÖYÜ,10400
7910,BALIKESİR,AYVALIK,MERKEZKÖYLER,YENİKÖY KÖYÜ,10400
7911,BALIKESİR,AYVALIK,SARIMSAKLI,İLKKURŞUN MAH.,10425
7912,BALIKESİR,AYVALIK,SARIMSAKLI,KAHRAMANLAR MAH.,10425
7913,BALIKESİR,BALYA,BALYA,ENVERPAŞA MAH.,10840
7914,BALIKESİR,BALYA,BALYA,KOCACAMİ MAH.,10840
7915,BALIKESİR,BALYA,ILICA,ATATÜRK MAH.,10160
7916,BALIKESİR,BALYA,ILICA,ÇAY MAH.,10160
7917,BALIKESİR,BALYA,MERKEZKÖYLER,AKBAŞ KÖYÜ,10840
7918,BALIKESİR,BALYA,MERKEZKÖYLER,BENGİLER KÖYÜ,10840
7919,BALIKESİR,BALYA,MERKEZKÖYLER,BÜYÜKPINAR KÖYÜ,10840
7920,BALIKESİR,BALYA,MERKEZKÖYLER,ÇAKALLAR KÖYÜ,10840
7921,BALIKESİR,BALYA,MERKEZKÖYLER,ÇALOVA KÖYÜ,10840
7922,BALIKESİR,BALYA,MERKEZKÖYLER,ÇAMAVŞAR KÖYÜ,10840
7923,BALIKESİR,BALYA,MERKEZKÖYLER,ÇAMUCU KÖYÜ,10840
7924,BALIKESİR,BALYA,MERKEZKÖYLER,ÇİĞDEM KÖYÜ,10840
7925,BALIKESİR,BALYA,MERKEZKÖYLER,ÇUKURCAK KÖYÜ,10840
7926,BALIKESİR,BALYA,MERKEZKÖYLER,DANİŞMENT KÖYÜ,10840
7927,BALIKESİR,BALYA,MERKEZKÖYLER,DEĞİRMENDERE KÖYÜ,10840
7928,BALIKESİR,BALYA,MERKEZKÖYLER,DEREKÖY KÖYÜ,10840
7929,BALIKESİR,BALYA,MERKEZKÖYLER,DOĞANLAR KÖYÜ,10840
7930,BALIKESİR,BALYA,MERKEZKÖYLER,DÖRTYOL KÖYÜ,10840
7931,BALIKESİR,BALYA,MERKEZKÖYLER,DÜZOBA KÖYÜ,10840
7932,BALIKESİR,BALYA,MERKEZKÖYLER,FARSAK KÖYÜ,10840
7933,BALIKESİR,BALYA,MERKEZKÖYLER,GÖKMUSA KÖYÜ,10840
7934,BALIKESİR,BALYA,MERKEZKÖYLER,GÖKTEPE KÖYÜ,10840
7935,BALIKESİR,BALYA,MERKEZKÖYLER,GÖLOBA KÖYÜ,10840
7936,BALIKESİR,BALYA,MERKEZKÖYLER,HABİPLER KÖYÜ,10840
7937,BALIKESİR,BALYA,MERKEZKÖYLER,HAVUTBAŞI KÖYÜ,10840
7938,BALIKESİR,BALYA,MERKEZKÖYLER,HİSARALAN KÖYÜ,10840
7939,BALIKESİR,BALYA,MERKEZKÖYLER,KADIKÖY KÖYÜ,10840
7940,BALIKESİR,BALYA,MERKEZKÖYLER,KARACAHİSAR KÖYÜ,10840
7941,BALIKESİR,BALYA,MERKEZKÖYLER,KARLIK KÖYÜ,10840
7942,BALIKESİR,BALYA,MERKEZKÖYLER,KAŞIKÇI KÖYÜ,10840
7943,BALIKESİR,BALYA,MERKEZKÖYLER,KAVAKALANI KÖYÜ,10840
7944,BALIKESİR,BALYA,MERKEZKÖYLER,KAYALAR KÖYÜ,10840
7945,BALIKESİR,BALYA,MERKEZKÖYLER,KAYAPINAR KÖYÜ,10840
7946,BALIKESİR,BALYA,MERKEZKÖYLER,KOCABÜK KÖYÜ,10840
7947,BALIKESİR,BALYA,MERKEZKÖYLER,KOYUNYERİ KÖYÜ,10840
7948,BALIKESİR,BALYA,MERKEZKÖYLER,MANCILIK KÖYÜ,10840
7949,BALIKESİR,BALYA,MERKEZKÖYLER,MEDRESE KÖYÜ,10840
7950,BALIKESİR,BALYA,MERKEZKÖYLER,MÜSTECAP KÖYÜ,10840
7951,BALIKESİR,BALYA,MERKEZKÖYLER,ORHANLAR KÖYÜ,10840
7952,BALIKESİR,BALYA,MERKEZKÖYLER,ÖRENKÖY KÖYÜ,10840
7953,BALIKESİR,BALYA,MERKEZKÖYLER,PATLAK KÖYÜ,10840
7954,BALIKESİR,BALYA,MERKEZKÖYLER,SEMİZKÖY KÖYÜ,10840
7955,BALIKESİR,BALYA,MERKEZKÖYLER,SÖBÜCEALAN KÖYÜ,10840
7956,BALIKESİR,BALYA,MERKEZKÖYLER,YARIŞALANI KÖYÜ,10840
7957,BALIKESİR,BALYA,MERKEZKÖYLER,YAYLACIK KÖYÜ,10840
7958,BALIKESİR,BALYA,MERKEZKÖYLER,YAZLIK KÖYÜ,10840
7959,BALIKESİR,BALYA,MERKEZKÖYLER,YENİKAVAK KÖYÜ,10840
7960,BALIKESİR,BANDIRMA,AKSAKAL,ADALET MAH.,10245
7961,BALIKESİR,BANDIRMA,AKSAKAL,CUMHURİYET MAH.,10245
7962,BALIKESİR,BANDIRMA,AKSAKAL,DOĞA KÖYÜ,10245
7963,BALIKESİR,BANDIRMA,AKSAKAL,ERGİLİ KÖYÜ,10245
7964,BALIKESİR,BANDIRMA,AKSAKAL,HÜRRİYET MAH.,10245
7965,BALIKESİR,BANDIRMA,AKSAKAL,KARAÇALILIK MAH.,10245
7966,BALIKESİR,BANDIRMA,AKSAKAL,KİRAZLI KÖYÜ,10245
7967,BALIKESİR,BANDIRMA,AKSAKAL,KUŞCENNETİ KÖYÜ,10245
7968,BALIKESİR,BANDIRMA,AKSAKAL,YEŞİLÇOMLU KÖYÜ,10245
7969,BALIKESİR,BANDIRMA,AYDINCIK(EDİNCİK),BEYKÖY KÖYÜ,10250
7970,BALIKESİR,BANDIRMA,AYDINCIK(EDİNCİK),BEZİRCİ KÖYÜ,10250
7971,BALIKESİR,BANDIRMA,AYDINCIK(EDİNCİK),CİNGE KÖYÜ,10250
7972,BALIKESİR,BANDIRMA,AYDINCIK(EDİNCİK),ÇARIKKÖY KÖYÜ,10250
7973,BALIKESİR,BANDIRMA,AYDINCIK(EDİNCİK),ÇEPNİ KÖYÜ,10250
7974,BALIKESİR,BANDIRMA,AYDINCIK(EDİNCİK),DOĞANPINAR KÖYÜ,10250
7975,BALIKESİR,BANDIRMA,AYDINCIK(EDİNCİK),GÖLYAKA KÖYÜ,10250
7976,BALIKESİR,BANDIRMA,AYDINCIK(EDİNCİK),HIDIRKÖY KÖYÜ,10250
7977,BALIKESİR,BANDIRMA,AYDINCIK(EDİNCİK),HİSAR MAH.,10250
7978,BALIKESİR,BANDIRMA,AYDINCIK(EDİNCİK),KARAKADI MAH.,10250
7979,BALIKESİR,BANDIRMA,AYDINCIK(EDİNCİK),KAYALI MAH.,10250
7980,BALIKESİR,BANDIRMA,AYDINCIK(EDİNCİK),KÜLEFLİ KÖYÜ,10250
7981,BALIKESİR,BANDIRMA,AYDINCIK(EDİNCİK),KÜMBET MAH.,10250
7982,BALIKESİR,BANDIRMA,AYDINCIK(EDİNCİK),MİSAKÇA KÖYÜ,10250
7983,BALIKESİR,BANDIRMA,AYDINCIK(EDİNCİK),ORHANİYE KÖYÜ,10250
7984,BALIKESİR,BANDIRMA,AYDINCIK(EDİNCİK),ŞİRİNÇAVUŞ KÖYÜ,10250
7985,BALIKESİR,BANDIRMA,AYDINCIK(EDİNCİK),YENİCE MAH.,10250
7986,BALIKESİR,BANDIRMA,BANDIRMA,100.YIL MAH.,10200
7987,BALIKESİR,BANDIRMA,BANDIRMA,17EYLÜL MAH.,10200
7988,BALIKESİR,BANDIRMA,BANDIRMA,600EVLER MAH.,10200
7989,BALIKESİR,BANDIRMA,BANDIRMA,AYYILDIZ MAH.,10200
7990,BALIKESİR,BANDIRMA,BANDIRMA,BENTBAŞI MAH.,10200
7991,BALIKESİR,BANDIRMA,BANDIRMA,ÇALIŞKANLAR MAH.,10200
7992,BALIKESİR,BANDIRMA,BANDIRMA,ÇINARLI MAH.,10200
7993,BALIKESİR,BANDIRMA,BANDIRMA,DERE MAH.,10200
7994,BALIKESİR,BANDIRMA,BANDIRMA,GÜNAYDIN MAH.,10200
7995,BALIKESİR,BANDIRMA,BANDIRMA,HACIYUSUF MAH.,10200
7996,BALIKESİR,BANDIRMA,BANDIRMA,HAYDARÇAVUŞ MAH.,10200
7997,BALIKESİR,BANDIRMA,BANDIRMA,İHSANİYE MAH.,10200
7998,BALIKESİR,BANDIRMA,BANDIRMA,KAYACIK MAH.,10200
7999,BALIKESİR,BANDIRMA,BANDIRMA,LEVENT MAH.,10200
8000,BALIKESİR,BANDIRMA,BANDIRMA,PAŞABAYIR MAH.,10200
8001,BALIKESİR,BANDIRMA,BANDIRMA,PAŞAKENT MAH.,10200
8002,BALIKESİR,BANDIRMA,BANDIRMA,PAŞAKONAK MAH.,10200
8003,BALIKESİR,BANDIRMA,BANDIRMA,PAŞAMESCİT MAH.,10200
8004,BALIKESİR,BANDIRMA,BANDIRMA,SUNULLAH MAH.,10200
8005,BALIKESİR,BANDIRMA,BANDIRMA,YENİ MAH.,10200
8006,BALIKESİR,BANDIRMA,MERKEZKÖYLER,AKÇAPINAR KÖYÜ,10200
8007,BALIKESİR,BANDIRMA,MERKEZKÖYLER,BEREKETLİ KÖYÜ,10200
8008,BALIKESİR,BANDIRMA,MERKEZKÖYLER,ÇAKILKÖY KÖYÜ,10200
8009,BALIKESİR,BANDIRMA,MERKEZKÖYLER,DEDEOBASI KÖYÜ,10200
8010,BALIKESİR,BANDIRMA,MERKEZKÖYLER,DOĞRUCA KÖYÜ,10200
8011,BALIKESİR,BANDIRMA,MERKEZKÖYLER,DUTLİMAN KÖYÜ,10200
8012,BALIKESİR,BANDIRMA,MERKEZKÖYLER,EMRE KÖYÜ,10200
8013,BALIKESİR,BANDIRMA,MERKEZKÖYLER,ERİKLİ KÖYÜ,10200
8014,BALIKESİR,BANDIRMA,MERKEZKÖYLER,ESKİZİRAATLI KÖYÜ,10200
8015,BALIKESİR,BANDIRMA,MERKEZKÖYLER,MAHBUBELER KÖYÜ,10200
8016,BALIKESİR,BANDIRMA,MERKEZKÖYLER,ÖMERLİ KÖYÜ,10200
8017,BALIKESİR,BANDIRMA,MERKEZKÖYLER,YENİCE KÖYÜ,10200
8018,BALIKESİR,BANDIRMA,MERKEZKÖYLER,YENİSIĞIRCI KÖYÜ,10200
8019,BALIKESİR,BANDIRMA,MERKEZKÖYLER,YENİYENİCE KÖYÜ,10200
8020,BALIKESİR,BANDIRMA,MERKEZKÖYLER,YENİZİRAATLI KÖYÜ,10200
8021,BALIKESİR,BİGADİÇ,BİGADİÇ,4 EYLÜL MAH.,10440
8022,BALIKESİR,BİGADİÇ,BİGADİÇ,ABACI MAH.,10440
8023,BALIKESİR,BİGADİÇ,BİGADİÇ,CAMİİ MAH.,10440
8024,BALIKESİR,BİGADİÇ,BİGADİÇ,ÇAVUŞ MAH.,10440
8025,BALIKESİR,BİGADİÇ,BİGADİÇ,EMEK MAH.,10440
8026,BALIKESİR,BİGADİÇ,BİGADİÇ,FETHİBEY MAH.,10440
8027,BALIKESİR,BİGADİÇ,BİGADİÇ,KUYU MAH.,10440
8028,BALIKESİR,BİGADİÇ,BİGADİÇ,ORTA MAH.,10440
8029,BALIKESİR,BİGADİÇ,BİGADİÇ,SERVİ MAH.,10440
8030,BALIKESİR,BİGADİÇ,ÇAĞIŞ,AKYAR KÖYÜ,10463
8031,BALIKESİR,BİGADİÇ,ÇAĞIŞ,BAŞÇEŞME KÖYÜ,10463
8032,BALIKESİR,BİGADİÇ,ÇAĞIŞ,ÇAĞIŞKÖYÜ,10463
8033,BALIKESİR,BİGADİÇ,ÇAĞIŞ,ÇÖMLEKÇİ KÖYÜ,10463
8034,BALIKESİR,BİGADİÇ,ÇAĞIŞ,DEĞİRMENLİ KÖYÜ,10463
8035,BALIKESİR,BİGADİÇ,ÇAĞIŞ,ESENLİ KÖYÜ,10463
8036,BALIKESİR,BİGADİÇ,ÇAĞIŞ,GÜVEMÇETMİ KÖYÜ,10463
8037,BALIKESİR,BİGADİÇ,ÇAĞIŞ,KÜÇÜKYENİ KÖYÜ,10463
8038,BALIKESİR,BİGADİÇ,ÇAĞIŞ,YEŞİLDERE KÖYÜ,10463
8039,BALIKESİR,BİGADİÇ,İSKELE,CUMHURİYET MAH.,10460
8040,BALIKESİR,BİGADİÇ,İSKELE,HÜRRİYET MAH.,10460
8041,BALIKESİR,BİGADİÇ,İSKELE,KARESİ MAH.,10460
8042,BALIKESİR,BİGADİÇ,İSKELE,OSMANCA MAH.,10460
8043,BALIKESİR,BİGADİÇ,İSKELE,YENİ MAH.,10460
8044,BALIKESİR,BİGADİÇ,MERKEZKÖYLER,ADALI KÖYÜ,10440
8045,BALIKESİR,BİGADİÇ,MERKEZKÖYLER,BABAKÖY KÖYÜ,10440
8046,BALIKESİR,BİGADİÇ,MERKEZKÖYLER,BADEMLİ KÖYÜ,10440
8047,BALIKESİR,BİGADİÇ,MERKEZKÖYLER,BALATLI KÖYÜ,10440
8048,BALIKESİR,BİGADİÇ,MERKEZKÖYLER,BEĞENDİKLER KÖYÜ,10440
8049,BALIKESİR,BİGADİÇ,MERKEZKÖYLER,BEKİRLER KÖYÜ,10440
8050,BALIKESİR,BİGADİÇ,MERKEZKÖYLER,ÇALDERE KÖYÜ,10440
8051,BALIKESİR,BİGADİÇ,MERKEZKÖYLER,ÇAMKÖY KÖYÜ,10440
8052,BALIKESİR,BİGADİÇ,MERKEZKÖYLER,ÇAYÜSTÜ KÖYÜ,10440
8053,BALIKESİR,BİGADİÇ,MERKEZKÖYLER,ÇEKİRDEKLİ KÖYÜ,10440
8054,BALIKESİR,BİGADİÇ,MERKEZKÖYLER,ÇERİBAŞI KÖYÜ,10440
8055,BALIKESİR,BİGADİÇ,MERKEZKÖYLER,DAVUTLAR KÖYÜ,10440
8056,BALIKESİR,BİGADİÇ,MERKEZKÖYLER,DEDEÇINAR KÖYÜ,10440
8057,BALIKESİR,BİGADİÇ,MERKEZKÖYLER,DİKKONAK KÖYÜ,10440
8058,BALIKESİR,BİGADİÇ,MERKEZKÖYLER,DOĞANÇAM KÖYÜ,10440
8059,BALIKESİR,BİGADİÇ,MERKEZKÖYLER,DURASILAR KÖYÜ,10440
8060,BALIKESİR,BİGADİÇ,MERKEZKÖYLER,ELYAPAN KÖYÜ,10440
8061,BALIKESİR,BİGADİÇ,MERKEZKÖYLER,EMİRLER KÖYÜ,10440
8062,BALIKESİR,BİGADİÇ,MERKEZKÖYLER,HAMİDİYE KÖYÜ,10440
8063,BALIKESİR,BİGADİÇ,MERKEZKÖYLER,HİSARKÖY KÖYÜ,10440
8064,BALIKESİR,BİGADİÇ,MERKEZKÖYLER,IŞIKLAR KÖYÜ,10440
8065,BALIKESİR,BİGADİÇ,MERKEZKÖYLER,İLYASLAR KÖYÜ,10440
8066,BALIKESİR,BİGADİÇ,MERKEZKÖYLER,KADIKÖY KÖYÜ,10440
8067,BALIKESİR,BİGADİÇ,MERKEZKÖYLER,KARGIN KÖYÜ,10440
8068,BALIKESİR,BİGADİÇ,MERKEZKÖYLER,KAYALIDERE KÖYÜ,10440
8069,BALIKESİR,BİGADİÇ,MERKEZKÖYLER,KAYIRLAR KÖYÜ,10440
8070,BALIKESİR,BİGADİÇ,MERKEZKÖYLER,KOZPINAR KÖYÜ,10440
8071,BALIKESİR,BİGADİÇ,MERKEZKÖYLER,MECİDİYE KÖYÜ,10440
8072,BALIKESİR,BİGADİÇ,MERKEZKÖYLER,OKÇULAR KÖYÜ,10440
8073,BALIKESİR,BİGADİÇ,MERKEZKÖYLER,ÖZGÖREN KÖYÜ,10440
8074,BALIKESİR,BİGADİÇ,MERKEZKÖYLER,SALMANLI KÖYÜ,10440
8075,BALIKESİR,BİGADİÇ,MERKEZKÖYLER,TURFULLAR KÖYÜ,10440
8076,BALIKESİR,BİGADİÇ,MERKEZKÖYLER,YAĞCIBEDİR KÖYÜ,10440
8077,BALIKESİR,BİGADİÇ,MERKEZKÖYLER,YENİKÖY KÖYÜ,10440
8078,BALIKESİR,BİGADİÇ,MERKEZKÖYLER,YOLBAŞI KÖYÜ,10440
8079,BALIKESİR,BİGADİÇ,MERKEZKÖYLER,YÜRÜCEKLER KÖYÜ,10440
8080,BALIKESİR,BİGADİÇ,YAĞCILAR,ALAN KÖYÜ,10443
8081,BALIKESİR,BİGADİÇ,YAĞCILAR,ALTINLAR KÖYÜ,10443
8082,BALIKESİR,BİGADİÇ,YAĞCILAR,AŞAĞIÇAMLI KÖYÜ,10443
8083,BALIKESİR,BİGADİÇ,YAĞCILAR,AŞAĞIGÖCEK KÖYÜ,10443
8084,BALIKESİR,BİGADİÇ,YAĞCILAR,BOZBÜK KÖYÜ,10443
8085,BALIKESİR,BİGADİÇ,YAĞCILAR,ÇITAK KÖYÜ,10443
8086,BALIKESİR,BİGADİÇ,YAĞCILAR,DAVUTÇA KÖYÜ,10443
8087,BALIKESİR,BİGADİÇ,YAĞCILAR,DÜNDARCIK KÖYÜ,10443
8088,BALIKESİR,BİGADİÇ,YAĞCILAR,HACIÖMERDERESİ KÖYÜ,10443
8089,BALIKESİR,BİGADİÇ,YAĞCILAR,İĞCİLER KÖYÜ,10443
8090,BALIKESİR,BİGADİÇ,YAĞCILAR,KALAFAT KÖYÜ,10443
8091,BALIKESİR,BİGADİÇ,YAĞCILAR,KARABAHÇE KÖYÜ,10443
8092,BALIKESİR,BİGADİÇ,YAĞCILAR,KIRCA KÖYÜ,10443
8093,BALIKESİR,BİGADİÇ,YAĞCILAR,KIZILÇUKUR KÖYÜ,10443
8094,BALIKESİR,BİGADİÇ,YAĞCILAR,KÖSELER KÖYÜ,10443
8095,BALIKESİR,BİGADİÇ,YAĞCILAR,KÜRSÜ KÖYÜ,10443
8096,BALIKESİR,BİGADİÇ,YAĞCILAR,MEYVALI KÖYÜ,10443
8097,BALIKESİR,BİGADİÇ,YAĞCILAR,OKÇULARYERİ KÖYÜ,10443
8098,BALIKESİR,BİGADİÇ,YAĞCILAR,PANAYIR KÖYÜ,10443
8099,BALIKESİR,BİGADİÇ,YAĞCILAR,TOPALAK KÖYÜ,10443
8100,BALIKESİR,BİGADİÇ,YAĞCILAR,TOZAĞAN KÖYÜ,10443
8101,BALIKESİR,BİGADİÇ,YAĞCILAR,YAĞCILAR KÖYÜ,10443
8102,BALIKESİR,BİGADİÇ,YAĞCILAR,YUKARIÇAMLI KÖYÜ,10443
8103,BALIKESİR,BİGADİÇ,YAĞCILAR,YUKARIGÖCEK KÖYÜ,10443
8104,BALIKESİR,BURHANİYE,BURHANİYE,BAHÇELİEVLER MAH.,10700
8105,BALIKESİR,BURHANİYE,BURHANİYE,CUMHURİYET MAH.,10700
8106,BALIKESİR,BURHANİYE,BURHANİYE,GERİŞ MAH.,10700
8107,BALIKESİR,BURHANİYE,BURHANİYE,HACIAHMET MAH.,10700
8108,BALIKESİR,BURHANİYE,BURHANİYE,HÜRRİYET MAH.,10700
8109,BALIKESİR,BURHANİYE,BURHANİYE,İSKELE MAH.,10700
8110,BALIKESİR,BURHANİYE,BURHANİYE,KOCACAMİ MAH.,10700
8111,BALIKESİR,BURHANİYE,BURHANİYE,MAHKEME MAH.,10700
8112,BALIKESİR,BURHANİYE,BURHANİYE,MEMİŞ MAH.,10700
8113,BALIKESİR,BURHANİYE,BURHANİYE,ÖĞRETMENLER MAH.,10700
8114,BALIKESİR,BURHANİYE,BURHANİYE,ÖREN MAH.,10700
8115,BALIKESİR,BURHANİYE,BURHANİYE,YUNUS MAH.,10700
8116,BALIKESİR,BURHANİYE,MERKEZKÖYLER,AĞACIK KÖYÜ,10700
8117,BALIKESİR,BURHANİYE,MERKEZKÖYLER,AVUNDUK KÖYÜ,10700
8118,BALIKESİR,BURHANİYE,MERKEZKÖYLER,BAHADINLI KÖYÜ,10700
8119,BALIKESİR,BURHANİYE,MERKEZKÖYLER,BÖREZLİ KÖYÜ,10700
8120,BALIKESİR,BURHANİYE,MERKEZKÖYLER,ÇALLI KÖYÜ,10700
8121,BALIKESİR,BURHANİYE,MERKEZKÖYLER,ÇAMTEPE KÖYÜ,10700
8122,BALIKESİR,BURHANİYE,MERKEZKÖYLER,ÇORUK KÖYÜ,10700
8123,BALIKESİR,BURHANİYE,MERKEZKÖYLER,DUTLUCA KÖYÜ,10700
8124,BALIKESİR,BURHANİYE,MERKEZKÖYLER,HACIBOZLAR KÖYÜ,10700
8125,BALIKESİR,BURHANİYE,MERKEZKÖYLER,HİSARKÖY KÖYÜ,10700
8126,BALIKESİR,BURHANİYE,MERKEZKÖYLER,KARADERE KÖYÜ,10700
8127,BALIKESİR,BURHANİYE,MERKEZKÖYLER,KIRTIK KÖYÜ,10700
8128,BALIKESİR,BURHANİYE,MERKEZKÖYLER,KIZIKLI KÖYÜ,10700
8129,BALIKESİR,BURHANİYE,MERKEZKÖYLER,KURUCAOLUK KÖYÜ,10700
8130,BALIKESİR,BURHANİYE,MERKEZKÖYLER,KUYUCAK KÖYÜ,10700
8131,BALIKESİR,BURHANİYE,MERKEZKÖYLER,KUYUMCU KÖYÜ,10700
8132,BALIKESİR,BURHANİYE,MERKEZKÖYLER,SARILAR KÖYÜ,10700
8133,BALIKESİR,BURHANİYE,MERKEZKÖYLER,SÜBEYLİDERE KÖYÜ,10700
8134,BALIKESİR,BURHANİYE,MERKEZKÖYLER,ŞAHİNLER KÖYÜ,10700
8135,BALIKESİR,BURHANİYE,MERKEZKÖYLER,ŞARKÖY KÖYÜ,10700
8136,BALIKESİR,BURHANİYE,MERKEZKÖYLER,TAHTACI KÖYÜ,10700
8137,BALIKESİR,BURHANİYE,MERKEZKÖYLER,TAYLIELİ KÖYÜ,10700
