Mixin,Field name,ORIG Field name,Data type,Precision,Multiple,Description,Internal field name,ORIG Internal field name,defaultValue,defaultLanguage,indexInId,indexInParents,queryNames,isInstanciable,isStorage,isDefinition,Has Mixins,Inherits,fieldAndMixins,isHistorizable,isContributable,documentation,maxScan,storageModel,importDefaultOnly,importAutolinkedOnly,useIdForParent,evalAsJs,dontEncodeIdInUri,jsFunctionToEval,isInRefMixin,useIdForRefMixin,useParentForRefMixin,specificToCountryLanguage,queryLimit,aliasedStorageNames,readonly,queryBeforeCreate,fulltext
nace:Nace2008_0,nace:label.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nace:Nace2008_0,nace:label.3.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nace:Nace2008_0,nace:label.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nace:Nace2008_0,nace:label.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nace:Nace2008_0,nace:label.4.v,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl1:Nace2008_0,nace:code,,String,,,,Code1,,,,0,,naceCode,,false,,nace:Nace2008_0,,,,,,,,,,,,,,,,,,,,,false,
nacelvl1:Nace2008_0,nace:level,,String,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl1:Nace2008_0,nace:label,,i18n,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
nacelvl1:Nace2008_0,nace:label,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl1:Nace2008_0,nace:label.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl1:Nace2008_0,nace:label.v,,String,,,,Label1EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl1:Nace2008_0,nace:label.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl1:Nace2008_0,nace:label.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl1:Nace2008_0,nace:label.0.v,,String,,,,Label1FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl1:Nace2008_0,nace:label.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl1:Nace2008_0,nace:label.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl1:Nace2008_0,nace:label.1.v,,String,,,,Label1IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl1:Nace2008_0,nace:label.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl1:Nace2008_0,nace:label.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl1:Nace2008_0,nace:label.2.v,,String,,,,Label1BG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl1:Nace2008_0,nace:label.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl1:Nace2008_0,nace:label.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl1:Nace2008_0,nace:label.3.v,,String,,,,Label1TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl1:Nace2008_0,nace:label.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl1:Nace2008_0,nace:label.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl1:Nace2008_0,nace:label.4.v,,String,,,,Label1ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl2:Nace2008_0,nace:code,,String,,,,Code2,,,,0,,naceCode,,false,,nace:Nace2008_0,,,,,,,,,,,,,,,,,,,,,false,
nacelvl2:Nace2008_0,nace:level,,String,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl2:Nace2008_0,nace:parent,,nacelvl1:Nace2008_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl2:Nace2008_0,nace:label,,i18n,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
nacelvl2:Nace2008_0,nace:label,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl2:Nace2008_0,nace:label.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl2:Nace2008_0,nace:label.v,,String,,,,Label2EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl2:Nace2008_0,nace:label.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl2:Nace2008_0,nace:label.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl2:Nace2008_0,nace:label.0.v,,String,,,,Label2FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl2:Nace2008_0,nace:label.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl2:Nace2008_0,nace:label.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl2:Nace2008_0,nace:label.1.v,,String,,,,Label2IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl2:Nace2008_0,nace:label.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl2:Nace2008_0,nace:label.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl2:Nace2008_0,nace:label.2.v,,String,,,,Label2BG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl2:Nace2008_0,nace:label.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl2:Nace2008_0,nace:label.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl2:Nace2008_0,nace:label.3.v,,String,,,,Label2TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl2:Nace2008_0,nace:label.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl2:Nace2008_0,nace:label.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl2:Nace2008_0,nace:label.4.v,,String,,,,Label2ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl3:Nace2008_0,nace:code,,String,,,,Code3,,,,0,,naceCode,,false,,nace:Nace2008_0,,,,,,,,,,,,,,,,,,,,,false,
nacelvl3:Nace2008_0,nace:level,,String,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl3:Nace2008_0,nace:parent,,nacelvl2:Nace2008_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl3:Nace2008_0,nace:label,,i18n,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
nacelvl3:Nace2008_0,nace:label,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl3:Nace2008_0,nace:label.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl3:Nace2008_0,nace:label.v,,String,,,,Label3EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl3:Nace2008_0,nace:label.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl3:Nace2008_0,nace:label.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl3:Nace2008_0,nace:label.0.v,,String,,,,Label3FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl3:Nace2008_0,nace:label.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl3:Nace2008_0,nace:label.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl3:Nace2008_0,nace:label.1.v,,String,,,,Label3IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl3:Nace2008_0,nace:label.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl3:Nace2008_0,nace:label.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl3:Nace2008_0,nace:label.2.v,,String,,,,Label3BG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl3:Nace2008_0,nace:label.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl3:Nace2008_0,nace:label.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl3:Nace2008_0,nace:label.3.v,,String,,,,Label3TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl3:Nace2008_0,nace:label.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl3:Nace2008_0,nace:label.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl3:Nace2008_0,nace:label.4.v,,String,,,,Label3ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl4:Nace2008_0,nace:code,,String,,,,Code4,,,,0,,naceCode,,false,,nace:Nace2008_0,,,,,,,,,,,,,,,,,,,,,false,
nacelvl4:Nace2008_0,nace:level,,String,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl4:Nace2008_0,nace:parent,,nacelvl3:Nace2008_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl4:Nace2008_0,nace:label,,i18n,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
nacelvl4:Nace2008_0,nace:label,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl4:Nace2008_0,nace:label.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl4:Nace2008_0,nace:label.v,,String,,,,Label4EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl4:Nace2008_0,nace:label.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl4:Nace2008_0,nace:label.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl4:Nace2008_0,nace:label.0.v,,String,,,,Label4FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl4:Nace2008_0,nace:label.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl4:Nace2008_0,nace:label.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl4:Nace2008_0,nace:label.1.v,,String,,,,Label4IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl4:Nace2008_0,nace:label.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl4:Nace2008_0,nace:label.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl4:Nace2008_0,nace:label.2.v,,String,,,,Label4BG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl4:Nace2008_0,nace:label.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl4:Nace2008_0,nace:label.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl4:Nace2008_0,nace:label.3.v,,String,,,,Label4TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl4:Nace2008_0,nace:label.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl4:Nace2008_0,nace:label.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacelvl4:Nace2008_0,nace:label.4.v,,String,,,,Label4ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgact:Activity_0,orgact:code,,String,,,,,,,,1,,,false,true,,,,,,,,,,,,,,,,,,,,,,,,
orgact:Activity_0,orgact:label,,String,,,Label of the code in plain text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
orgact:Activity_0,orgact:naceCode,,nace:Nace2008_0,,,Equivalent NACE code (version revised 2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,
orgact:Activity_0,orgact:country,,geoco:Country_0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,100,,,,
orgact:Activity_0,orgact:displayCode,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgactfr:ActivitéNAF2008_0,orgact:code,,String,,,,orgactfr:code,,,,1,,,,false,,orgact:Activity_0,,,,,,,,,,,,,,,,,FR,,,,,
orgactfr:ActivitéNAF2008_0,orgact:label,,String,,,Label of the code in plain text,orgactfr:label,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
orgactfr:ActivitéNAF2008_0,orgact:naceCode,,nace:Nace2008_0,,,Equivalent NACE code (version revised 2008),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgactfr:ActivitéNAF2008_0,orgact:country,,geoco:Country_0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgactfr:ActivitéNAF2008_0,orgact:displayCode,,String,,,,orgactfr:display,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgactes:ActividadCNAE2008_0,orgact:code,,String,,,,orgactes:code,,,,1,,,,false,,orgact:Activity_0,,,,,,,,,,,,,,,,,ES,,,,,
orgactes:ActividadCNAE2008_0,orgact:label,,String,,,,orgactes:label,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
orgactes:ActividadCNAE2008_0,orgact:naceCode,,nace:Nace2008_0,,,"not useful, the Spanish code is exactly the NACE code, but it may be useful (more understandable) for the link between the other code",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgactes:ActividadCNAE2008_0,orgact:country,,geoco:Country_0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgactes:ActividadCNAE2008_0,orgact:displayCode,,String,,,,orgactes:display,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgactbg:ДейностКИД_0,orgact:code,,String,,,,orgactbg:code,,,,1,,,,false,,orgact:Activity_0,,,,,,,,,,,,,,,,,BG,,,,,
orgactbg:ДейностКИД_0,orgact:label,,String,,,,orgactbg:label,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
orgactbg:ДейностКИД_0,orgact:naceCode,,nace:Nace2008_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgactbg:ДейностКИД_0,orgact:country,,geoco:Country_0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgactbg:ДейностКИД_0,orgact:displayCode,,String,,,,orgactbg:display,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgacttr:AktiviteNACE2008_0,orgact:code,,String,,,NACE code + 2 digit defined locally for Turkey,orgacttr:code,,,,1,,,,false,,orgact:Activity_0,,,,,,,,,,,,,,,,,TR,,,,,
orgacttr:AktiviteNACE2008_0,orgact:label,,String,,,,orgacttr:label,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
orgacttr:AktiviteNACE2008_0,orgact:naceCode,,nace:Nace2008_0,,,Can be a calculated field (first 4 digit of the local code),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgacttr:AktiviteNACE2008_0,orgact:country,,geoco:Country_0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgacttr:AktiviteNACE2008_0,orgact:displayCode,,String,,,,orgacttr:display,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgactit:AttivitàATECO2007_0,orgact:code,,String,,,,orgactit:code,,,,1,,,,false,,orgact:Activity_0,,,,,,,,,,,,,,,,,IT,,,,,
orgactit:AttivitàATECO2007_0,orgact:label,,String,,,,orgactit:label,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
orgactit:AttivitàATECO2007_0,orgact:naceCode,,nace:Nace2008_0,,,Equivalent NACE code (version revised 2008) – First 4 digits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
orgactit:AttivitàATECO2007_0,orgact:country,,geoco:Country_0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orgactit:AttivitàATECO2007_0,orgact:displayCode,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poi:Geoloc_0,poi:name,,i18n,,,,,,,,,,,false,true,,,,,,,,,,,,,,,,,,,,,,,,true
poi:Geoloc_0,poi:id,,String,,,slug on the name of the poi,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poi:Geoloc_0,poi:Description,,i18n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poi:Geoloc_0,poi:latitude,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poi:Geoloc_0,poi:longitude,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poi:Geoloc_0,poi:address1,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poi:Geoloc_0,poi:address2,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poi:Geoloc_0,poi:zipCode,,String,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poi:Geoloc_0,poi:country,,geoco:Country_0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,100,,,,
poi:Geoloc_0,poi:locality,,geoname:GeoDB_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,
poi:Geoloc_0,poi:author,,String,,,E-mail of the Ozwillo user,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,
poi:Geoloc_0,poi:photo,,photo:Library_0,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:name,,i18n,,,,,,,en,,,,,false,,poi:Geoloc_0,,,,,,,,,,,,,,,,,,,,,,true
poitour:Geoloc_0,poi:name,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:name.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:name.v,,String,,,,poitour:name-en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:name.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:name.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:name.0.v,,String,,,,poitour:name-fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:name.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:name.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:name.1.v,,String,,,,poitour:name-it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:name.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:name.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:name.2.v,,String,,,,poitour:name-bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:name.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:name.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:name.3.v,,String,,,,poitour:name-tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:name.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:name.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:name.4.v,,String,,,,poitour:name-es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:name.5,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:name.5.l,,String,,,,,,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:name.5.v,,String,,,,poitour:name-de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:name.6,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:name.6.l,,String,,,,,,ar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:name.6.v,,String,,,,poitour:name-ar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:name.7,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:name.7.l,,String,,,,,,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:name.7.v,,String,,,,poitour:name-ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:id,,String,,,slug on the name of the poi,poitour:Slug,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:description,,i18n,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:description,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:description.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:description.v,,String,,,,poitour:description-en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:description.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:description.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:description.0.v,,String,,,,poitour:description-fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:description.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:description.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:description.1.v,,String,,,,poitour:description-it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:description.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:description.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:description.2.v,,String,,,,poitour:description-bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:description.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:description.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:description.3.v,,String,,,,poitour:description-tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:description.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:description.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:description.4.v,,String,,,,poitour:description-es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:description.5,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:description.5.l,,String,,,,,,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:description.5.v,,String,,,,poitour:description-de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:description.6,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:description.6.l,,String,,,,,,ar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:description.6.v,,String,,,,poitour:description-ar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:description.7,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:description.7.l,,String,,,,,,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poi:description.7.v,,String,,,,poitour:description-ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poitour:pricing,,i18n,,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poitour:pricing,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poitour:pricing.l,,String,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poitour:pricing.v,,String,,,,poitour:pricing-en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poitour:pricing.0,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poitour:pricing.0.l,,String,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poitour:pricing.0.v,,String,,,,poitour:pricing-fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poitour:pricing.1,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poitour:pricing.1.l,,String,,,,,,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poitour:pricing.1.v,,String,,,,poitour:pricing-it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poitour:pricing.2,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poitour:pricing.2.l,,String,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poitour:pricing.2.v,,String,,,,poitour:pricing-bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poitour:pricing.3,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poitour:pricing.3.l,,String,,,,,,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poitour:pricing.3.v,,String,,,,poitour:pricing-tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poitour:pricing.4,,map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poitour:Geoloc_0,poitour:pricing.4.l,,String,,,,,,es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
